,id,Nome abreviado,Designação,Descrição do Indicador,Área | Subárea | Dimensão,Intervalo Esperado,Intervalo Aceitável,Área clínica,Anos Disponíveis,Intervalo Aceitável 2023,Mínimo Aceitável 2023,Máximo Aceitável 2023,Intervalo Aceitável 2024,Mínimo Aceitável 2024,Máximo Aceitável 2024,Intervalo Esperado 2023,Mínimo Esperado 2023,Máximo Esperado 2023,Intervalo Esperado 2024,Mínimo Esperado 2024,Máximo Esperado 2024,ide,idg,search_indexes,link_sdm,bicsp
207,296,Proporção agreg. fam. puérp. RN c/ domic. enf.,Proporção de agregados familiares de puérperas ou recém-nascidos que receberam visita domiciliária de enfermagem,"Indicador que exprime a proporção de agregados familiares de puérperas ou recém-nascidos que receberam visita domiciliária de enfermagem.
Numerador: Contagem de agregados familiares com puérperas ou recém-nascidos e pelo menos uma visita domiciliária de enfermagem até ao 28º dia.
Denominador: Contagem de agregados familiares com puérperas ou recém-nascidos.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [45; 100]
Ano de 2024: [45; 100]","Ano de 2023: [5; 100]
Ano de 2024: [5; 100]",Transversal,"2023, 2024",[5; 100],5.0,100.0,[5; 100],5.0,100.0,[45; 100],45.0,100.0,[45; 100],45.0,100.0,False,False,296 proporcao agreg. fam. puerp. rn c/ domic. enf. proporcao de agregados familiares de puerperas ou recem-nascidos que receberam visita domiciliaria de enfermagem transversal desempenho | gestao da saude | saude da mulher,https://sdm.min-saude.pt/BI.aspx?id=296,True
208,297,Prop. idosos s/ presc. prol. ansiol/sedat/hipnót,"Proporção de utentes com idade igual ou superior a 65 anos, sem prescrição prolongada de ansiolíticos, nem de sedativos, nem de hipnóticos, no período em análise","Indicador que exprime a proporção de utentes inscritos com idade igual ou superior a 65 anos sem prescrição prolongada de ansiolíticos, nem de sedativos, nem de hipnóticos.
Numerador: Contagem de utentes inscritos sem prescrição prolongada de ansiolíticos, nem de sedativos, nem de hipnóticos.
Denominador: Contagem de utentes inscritos com idade igual ou superior a 65 anos.",Desempenho | Gestão da Saúde | Saúde do Idoso,"Ano de 2023: [82.5; 100]
Ano de 2024: [82.5; 100]","Ano de 2023: [74; 100]
Ano de 2024: [74; 100]",Saúde Mental,"2023, 2024",[74; 100],74.0,100.0,[74; 100],74.0,100.0,[82.5; 100],82.5,100.0,[82.5; 100],82.5,100.0,False,True,"297 prop. idosos s/ presc. prol. ansiol/sedat/hipnot proporcao de utentes com idade igual ou superior a 65 anos, sem prescricao prolongada de ansioliticos, nem de sedativos, nem de hipnoticos, no periodo em analise saude mental desempenho | gestao da saude | saude do idoso",https://sdm.min-saude.pt/BI.aspx?id=297,True
209,298,Desp. MCDT fat. util. SNS s/ fisia. (pr. conven.),"Despesa média de MCDT faturados, por utente utilizador do SNS, excluindo tratamentos de fisiatria (baseado no preço convencionado)","Indicador que exprime a despesa média de MCDT faturados, por utente utilizador, baseado no [preço convencionado], excluindo os tratamentos de fisiatria.
Numerador: Somatório do [preço convencionado] dos MCDT faturados por entidades convencionadas, com exclusão dos tratamentos de fisiatria.
Denominador: Contagem de utentes utilizadores pertencentes ao SNS.",Desempenho | Qualificação da Prescrição | Prescrição MCDT,"Ano de 2023: [15; 50]
Ano de 2024: [15; 50]","Ano de 2023: [10; 55]
Ano de 2024: [10; 55]",Transversal,"2023, 2024",[10; 55],10.0,55.0,[10; 55],10.0,55.0,[15; 50],15.0,50.0,[15; 50],15.0,50.0,False,False,"298 desp. mcdt fat. util. sns s/ fisia. (pr. conven.) despesa media de mcdt faturados, por utente utilizador do sns, excluindo tratamentos de fisiatria (baseado no preco convencionado) transversal desempenho | qualificacao da prescricao | prescricao mcdt",https://sdm.min-saude.pt/BI.aspx?id=298,False
210,299,Desp. MCDT fisiat. fat. util. SNS (pr. conven.),"Despesa média de MCDT de fisiatria faturados, por utente utilizador do SNS, (baseado no preço convencionado)","Indicador que exprime a despesa média de MCDT de fisiatria faturados, por utente utilizador, baseado no [preço convencionado].
Numerador: Somatório do [preço convencionado] dos MCDT de fisiatria faturados por entidades convencionadas.
Denominador: Contagem de utentes utilizadores pertencentes ao SNS.",Desempenho | Qualificação da Prescrição | Prescrição MCDT,"Ano de 2023: [0; 12]
Ano de 2024: [0; 12]","Ano de 2023: [0; 18]
Ano de 2024: [0; 18]",Transversal,"2023, 2024",[0; 18],0.0,18.0,[0; 18],0.0,18.0,[0; 12],0.0,12.0,[0; 12],0.0,12.0,False,False,"299 desp. mcdt fisiat. fat. util. sns (pr. conven.) despesa media de mcdt de fisiatria faturados, por utente utilizador do sns, (baseado no preco convencionado) transversal desempenho | qualificacao da prescricao | prescricao mcdt",https://sdm.min-saude.pt/BI.aspx?id=299,False
211,3,Taxa de domicílios médicos por 1.000 inscritos,Taxa de consultas médicas no domicílio por 1.000 inscritos,"Exprime o número de domicílios médicos realizados por ano por cada 1000 utentes inscritos.
Numerador: Contagem de domicílios médicos realizados por ano.
Denominador: Contagem de utentes inscritos.",Desempenho | Acesso | Cobertura ou Utilização,"Ano de 2023: [18; 35]
Ano de 2024: [18; 35]","Ano de 2023: [12; 40]
Ano de 2024: [10; 45]",Transversal,"2023, 2024",[12; 40],12.0,40.0,[10; 45],10.0,45.0,[18; 35],18.0,35.0,[18; 35],18.0,35.0,False,True,3 taxa de domicilios medicos por 1.000 inscritos taxa de consultas medicas no domicilio por 1.000 inscritos transversal desempenho | acesso | cobertura ou utilizacao,https://sdm.min-saude.pt/BI.aspx?id=3,True
212,30,"Proporção idosos ou doença crónica, c/ vac. gripe","Proporção de utentes com diabetes ou com doença respiratória crónica ou com doença cardíaca crónica ou com idade superior a 65 anos, com a vacina da gripe prescrita ou efetuada nos últimos 12 meses","Indicador que exprime a proporção de utentes com a vacina da gripe prescrita nos últimos 12 meses, de entre inscritos com diabetes ou com doença respiratória crónica ou com doença cardíaca crónica ou com idade superior a 65 anos.
Numerador: Contagem de utentes inscritos com a vacina da gripe prescrita ou efetuada nos últimos 12 meses.
Denominador: Contagem de utentes inscritos com diabetes ou com doença respiratória crónica ou com doença cardíaca crónica ou com idade superior a 65 anos.",Desempenho | Gestão da Saúde | Saúde do Idoso,"Ano de 2023: [55; 100]
Ano de 2024: [55; 100]","Ano de 2023: [45; 100]
Ano de 2024: [45; 100]",Respiratório,"2023, 2024",[45; 100],45.0,100.0,[45; 100],45.0,100.0,[55; 100],55.0,100.0,[55; 100],55.0,100.0,False,True,"30 proporcao idosos ou doenca cronica, c/ vac. gripe proporcao de utentes com diabetes ou com doenca respiratoria cronica ou com doenca cardiaca cronica ou com idade superior a 65 anos, com a vacina da gripe prescrita ou efetuada nos ultimos 12 meses respiratorio desempenho | gestao da saude | saude do idoso",https://sdm.min-saude.pt/BI.aspx?id=30,True
213,300,"Nº médio prescr. consulta fisiatria, p/ utiliz.","Nº médio de prescrições de consulta de fisiatria, por utente utilizador","Indicador que exprime o nº médio de prescrições de consulta de fisiatria, por utente utilizador.
Numerador: Contagem de prescrições para fisiatria.
Denominador: Contagem de utentes utilizadores.",Desempenho | Qualificação da Prescrição | Prescrição MCDT,"Ano de 2023: [0; 0.1]
Ano de 2024: [0; 0.1]","Ano de 2023: [0; 0.16]
Ano de 2024: [0; 0.2]",Transversal,"2023, 2024",[0; 0.16],0.0,0.16,[0; 0.2],0.0,0.2,[0; 0.1],0.0,0.1,[0; 0.1],0.0,0.1,False,True,"300 no medio prescr. consulta fisiatria, p/ utiliz. no medio de prescricoes de consulta de fisiatria, por utente utilizador transversal desempenho | qualificacao da prescricao | prescricao mcdt",https://sdm.min-saude.pt/BI.aspx?id=300,True
214,301,"Proporção crianças 1 ano, c/ acompanham. adequado",Proporção de crianças com 1 ano de vida com acompanhamento adequado na área da saúde infantil durante o 1º ano de vida,"Indicador que exprime a proporção de crianças com 1 ano de vida, com acompanhamento de acordo com as normas da DGS.
Numerador: Contagem de crianças com acompanhamento adequado.
Denominador: Contagem de crianças com 1 ano de vida.",---,---,---,Saúde Infantil e Juvenil,"2023, 2024",---,,,---,,,---,,,---,,,False,False,"301 proporcao criancas 1 ano, c/ acompanham. adequado proporcao de criancas com 1 ano de vida com acompanhamento adequado na area da saude infantil durante o 1o ano de vida saude infantil e juvenil ---",https://sdm.min-saude.pt/BI.aspx?id=301,False
215,302,Índice de acompanham. adequado s. infantil 1º ano,"Índice de acompanhamento adequado em saúde infantil, 1º ano de vida","Índice com resultados possíveis numa escala entre 0 e 1, exprimindo o grau de acompanhamento em saúde infantil durante o 1º ano de vida (de acordo com as normas da DGS).
Numerador: Somatório do ""score de acompanhamento em SI"" determinado para cada criança com 1 ano. O ""score de acompanhamento em SI"" de cada criança com 1 ano pode variar entre 0 e 1 de acordo com o número e qualidade dos procedimentos realizados e com a ponderação definida para cada procedimento.
Denominador: Contagem de crianças com 1 ano de vida.",Desempenho | Gestão da Saúde | Saúde Infantil e Juvenil,"Ano de 2023: [0.93; 1]
Ano de 2024: [0.93; 1]","Ano de 2023: [0.82; 1]
Ano de 2024: [0.82; 1]",Saúde Infantil e Juvenil,"2023, 2024",[0.82; 1],0.82,1.0,[0.82; 1],0.82,1.0,[0.93; 1],0.93,1.0,[0.93; 1],0.93,1.0,True,True,"302 indice de acompanham. adequado s. infantil 1o ano indice de acompanhamento adequado em saude infantil, 1o ano de vida saude infantil e juvenil desempenho | gestao da saude | saude infantil e juvenil",https://sdm.min-saude.pt/BI.aspx?id=302,True
216,303,Proporção grávidas 6+ cons. vig. enf. gravidez,Proporção de grávidas com 6 ou mais consultas de enfermagem de saúde materna durante a gravidez,"Indicador que exprime a proporção de grávidas que realizaram pelo menos 6 consultas de enfermagem de vigilância durante a gravidez.
Numerador: Contagem de grávidas que realizaram pelo menos 6 consultas de enfermagem de vigilância durante a gravidez.
Denominador: Contagem de grávidas.",---,---,---,Saúde Materna,"2023, 2024",---,,,---,,,---,,,---,,,False,False,303 proporcao gravidas 6+ cons. vig. enf. gravidez proporcao de gravidas com 6 ou mais consultas de enfermagem de saude materna durante a gravidez saude materna ---,https://sdm.min-saude.pt/BI.aspx?id=303,False
217,304,Propor. mulheres com result. colpoct. inválido,Proporção de mulheres com resultado de colpocitologia inválido,"Indicador que exprime a proporção de mulheres com registo de resultado inválido de colpocitologia no ano em curso.
Numerador: Contagem de mulheres com resultado inválido de colpocitologia no ano em curso.
Denominador: Contagem de mulheres com idades compreendidas no intervalo [25, 60[ anos e colpocitologia registada no ano em curso.",---,---,---,Rastreio Oncológico,"2023, 2024",---,,,---,,,---,,,---,,,False,False,304 propor. mulheres com result. colpoct. invalido proporcao de mulheres com resultado de colpocitologia invalido rastreio oncologico ---,https://sdm.min-saude.pt/BI.aspx?id=304,False
218,305,Propor. mulheres com result. mamografia inválido,Proporção de mulheres com resultado de mamografia inválido,"Indicador que exprime a proporção de mulheres com registo de resultado inválido de mamografia no ano em curso.
Numerador: Contagem de mulheres com resultado inválido de mamografia no ano em curso.
Denominador: Contagem de mulheres com idades compreendidas no intervalo [50, 70[ anos e mamografia registada no ano em curso.",---,---,---,Rastreio Oncológico,"2023, 2024",---,,,---,,,---,,,---,,,False,False,305 propor. mulheres com result. mamografia invalido proporcao de mulheres com resultado de mamografia invalido rastreio oncologico ---,https://sdm.min-saude.pt/BI.aspx?id=305,False
219,306,Propor. ute. s/ rastr. VIH/SIDA que o efetuaram,Proporção de utentes consultados nos últimos 12 meses e sem rastreio VIH/SIDA que o efetuaram nesse período,"Indicador que exprime a proporção de utentes consultados no período em análise (12 meses), sem rastreio prévio ao VIH/Sida e sem esse diagnóstico, que efetuaram o rastreio nesse período.
Numerador: Contagem de utentes que efetuaram o rastreio VIH/SIDA no período em análise (12 meses).
Denominador: Contagem de utentes consultados no período em análise (12 meses), sem rastreio prévio ao VIH/SIDA e sem diagnóstico prévio de VIH/SIDA.",Desempenho | Gestão da Saúde | Saúde do Adulto,"Ano de 2023: [5; 100]
Ano de 2024: [6; 100]","Ano de 2023: [3; 100]
Ano de 2024: [3; 100]",Saúde de adultos,"2023, 2024",[3; 100],3.0,100.0,[3; 100],3.0,100.0,[5; 100],5.0,100.0,[6; 100],6.0,100.0,False,True,306 propor. ute. s/ rastr. vih/sida que o efetuaram proporcao de utentes consultados nos ultimos 12 meses e sem rastreio vih/sida que o efetuaram nesse periodo saude de adultos desempenho | gestao da saude | saude do adulto,https://sdm.min-saude.pt/BI.aspx?id=306,True
220,307,Proporção grávidas com ecografia 1º trimestre,"Proporção de grávidas que realizaram, pelo menos um exame ecográfico durante o 1º trimestre de gravidez","Exprime a proporção de grávidas que realizaram, pelo menos um exame ecográfico durante o 1º trimestre de gravidez, entre as 11 e as 13 semanas e seis dias.
Numerador: Contagem de grávidas com ecografia realizada entre as 11 e as 13 semanas e seis dias.
Denominador: Contagem de grávidas.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [80; 100]
Ano de 2024: [80; 100]","Ano de 2023: [60; 100]
Ano de 2024: [60; 100]",Saúde Materna,"2023, 2024",[60; 100],60.0,100.0,[60; 100],60.0,100.0,[80; 100],80.0,100.0,[80; 100],80.0,100.0,False,False,"307 proporcao gravidas com ecografia 1o trimestre proporcao de gravidas que realizaram, pelo menos um exame ecografico durante o 1o trimestre de gravidez saude materna desempenho | gestao da saude | saude da mulher",https://sdm.min-saude.pt/BI.aspx?id=307,True
221,308,Proporção grávidas com ecografia 2º trimestre,"Proporção de grávidas que realizaram, pelo menos um exame ecográfico durante o 2º trimestre de gravidez","Exprime a proporção de grávidas que realizaram, pelo menos um exame ecográfico entre as 19 e as 22 semanas e seis dias de gravidez.
Numerador: Contagem de grávidas com ecografia realizada entre as 19 e as 22 semanas e seis dias de gravidez.
Denominador: Contagem de grávidas.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [80; 100]
Ano de 2024: [80; 100]","Ano de 2023: [60; 100]
Ano de 2024: [60; 100]",Saúde Materna,"2023, 2024",[60; 100],60.0,100.0,[60; 100],60.0,100.0,[80; 100],80.0,100.0,[80; 100],80.0,100.0,True,True,"308 proporcao gravidas com ecografia 2o trimestre proporcao de gravidas que realizaram, pelo menos um exame ecografico durante o 2o trimestre de gravidez saude materna desempenho | gestao da saude | saude da mulher",https://sdm.min-saude.pt/BI.aspx?id=308,True
222,309,Proporção grávidas com ecografia 3º trimestre,"Proporção de grávidas que realizaram, pelo menos um exame ecográfico durante o 3º trimestre de gravidez","Exprime a proporção de grávidas que realizaram, pelo menos um exame ecográfico durante o 3º trimestre de gravidez, entre as 30 e as 34 semanas e seis dias.
Numerador: Contagem de grávidas com ecografia realizada entre as 30 e as 34 semanas e seis dias.
Denominador: Contagem de grávidas.",Desempenho | Gestão da Saúde | Saúde da Mulher,"Ano de 2023: [68; 100]
Ano de 2024: [68; 100]","Ano de 2023: [47; 100]
Ano de 2024: [47; 100]",Saúde Materna,"2023, 2024",[47; 100],47.0,100.0,[47; 100],47.0,100.0,[68; 100],68.0,100.0,[68; 100],68.0,100.0,False,False,"309 proporcao gravidas com ecografia 3o trimestre proporcao de gravidas que realizaram, pelo menos um exame ecografico durante o 3o trimestre de gravidez saude materna desempenho | gestao da saude | saude da mulher",https://sdm.min-saude.pt/BI.aspx?id=309,True
223,31,"Proporção crianças 7A, c/ peso e altura [5; 7[A","Proporção de crianças com 7 anos, com peso e altura registados no intervalo [5; 7[ anos","Indicador que exprime a proporção de crianças com peso e altura registados no intervalo [5; 7[ anos (entre as que completam 7 anos).
Numerador: Contagem de crianças que completam 7 anos e com peso e altura registados no intervalo [5; 7[ anos.
Denominador: Contagem de crianças que completam 7 anos.",Desempenho | Gestão da Saúde | Saúde Infantil e Juvenil,"Ano de 2023: [92; 100]
Ano de 2024: [92; 100]","Ano de 2023: [70; 100]
Ano de 2024: [70; 100]",Saúde Infantil e Juvenil,"2023, 2024",[70; 100],70.0,100.0,[70; 100],70.0,100.0,[92; 100],92.0,100.0,[92; 100],92.0,100.0,False,False,"31 proporcao criancas 7a, c/ peso e altura [5; 7[a proporcao de criancas com 7 anos, com peso e altura registados no intervalo [5; 7[ anos saude infantil e juvenil desempenho | gestao da saude | saude infantil e juvenil",https://sdm.min-saude.pt/BI.aspx?id=31,True
