id,codigo,codigo_siars,nome_abreviado,designacao,objetivo,formula,unidade_de_medida,output,estado_do_indicador,area,subarea,dimensao,tipo_de_indicador,area_clinica,inclusao_de_utentes_no_indicador,prazo_para_registos,link,nome_indicador,min_aceitavel,min_esperado,max_esperado,max_aceitavel,intervalo_aceitavel,intervalo_esperado,indexing,id_sdm
33,5.13.05,2013.033.01,"Proporção utentes >= 14A, c/ IMC últimos 3 anos",Proporção de utentes com idade igual ou superior a 14 anos com IMC registado nos últimos 3 anos,"Monitorizar o programa de saúde juvenil e de adultos. Parâmetro ""IMC"".",AA / BB x 100,%,Proporção de utentes,Com dados desde Dezembro de 2012,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=033&CLUSTERS=S,"Proporção utentes >= 14A, c/ IMC últimos 3 anos",60.0,66.0,88.0,92.0,[60; 92],[66; 88],"33 proporcao utentes >= 14a, c/ imc ultimos 3 anos proporcao de utentes com idade igual ou superior a 14 anos com imc registado nos ultimos 3 anos desempenho gestao da saude saude do adulto processo transversal",[33](https://sdm.min-saude.pt/BI.aspx?id=033&CLUSTERS=S)
34,6.27,2013.034.01,"Proporção obesos >=14A, c/ cons. vigil. obesid. 2A","Proporção de utentes obesos e com idade igual ou superior a 14 anos, a quem foi realizada consulta de vigilância de obesidade nos últimos 2 anos","Monitorizar o programa de saúde juvenil e de adultos. Parâmetro ""consulta de vigilância de obesidade"".",AA / BB x 100,%,Proporção de utentes,Com dados desde Dezembro de 2012,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=034&CLUSTERS=S,"Proporção obesos >=14A, c/ cons. vigil. obesid. 2A",60.0,72.0,100.0,100.0,[60; 100],[72; 100],"34 proporcao obesos >=14a, c/ cons. vigil. obesid. 2a proporcao de utentes obesos e com idade igual ou superior a 14 anos, a quem foi realizada consulta de vigilancia de obesidade nos ultimos 2 anos desempenho gestao da saude saude do adulto processo transversal",[34](https://sdm.min-saude.pt/BI.aspx?id=034&CLUSTERS=S)
35,5.07.01,2013.035.01,Proporção DM com exame pés último ano,"Proporção de utentes com diabetes, com pelo menos um exame dos pés registado no último ano","Monitorizar o programa de diabetes. Parâmetro ""realização de exame de pés"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,Desempenho,Gestão da Doença,Diabetes Mellitus,Resultado,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=035&CLUSTERS=S,Proporção DM com exame pés último ano,70.0,89.0,100.0,100.0,[70; 100],[89; 100],"35 proporcao dm com exame pes ultimo ano proporcao de utentes com diabetes, com pelo menos um exame dos pes registado no ultimo ano desempenho gestao da doenca diabetes mellitus resultado diabetes mellitus",[35](https://sdm.min-saude.pt/BI.aspx?id=035&CLUSTERS=S)
36,6.16.02,2013.036.01,Proporção utentes DM com registo de GRT,"Proporção de utentes com diabetes, com registo de gestão do regime terapêutico (3 itens) no último ano","Monitorizar o programa de diabetes. Parâmetro ""gestão do regime terapêutico"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=036&CLUSTERS=S,Proporção utentes DM com registo de GRT,60.0,75.0,100.0,100.0,[60; 100],[75; 100],"36 proporcao utentes dm com registo de grt proporcao de utentes com diabetes, com registo de gestao do regime terapeutico (3 itens) no ultimo ano desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[36](https://sdm.min-saude.pt/BI.aspx?id=036&CLUSTERS=S)
37,6.19.01,2013.037.01,Proporção DM c/ cons. enf. vigil. DM último ano,"Proporção de utentes com diabetes, com consulta de enfermagem de vigilância em diabetes no último ano","Monitorizar o programa de diabetes. Parâmetro ""consulta de vigilância de enfermagem"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=037&CLUSTERS=S,Proporção DM c/ cons. enf. vigil. DM último ano,70.0,87.0,100.0,100.0,[70; 100],[87; 100],"37 proporcao dm c/ cons. enf. vigil. dm ultimo ano proporcao de utentes com diabetes, com consulta de enfermagem de vigilancia em diabetes no ultimo ano desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[37](https://sdm.min-saude.pt/BI.aspx?id=037&CLUSTERS=S)
38,5.04.01,2013.038.01,Proporção DM c/ 1 HbA1c por semestre,"Proporção de utentes com diabetes, com pelo menos 2 HbA1c no último ano, desde que abranjam os 2 semestres","Monitorizar o programa de diabetes. Parâmetro ""registo de resultado de HbA1c"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos durante um mínimo de N meses do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=038&CLUSTERS=S,Proporção DM c/ 1 HbA1c por semestre,50.0,77.0,100.0,100.0,[50; 100],[77; 100],"38 proporcao dm c/ 1 hba1c por semestre proporcao de utentes com diabetes, com pelo menos 2 hba1c no ultimo ano, desde que abranjam os 2 semestres desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[38](https://sdm.min-saude.pt/BI.aspx?id=038&CLUSTERS=S)
39,6.05.01,2013.039.01,"Proporção DM c/ última HbA1c <= 8,0%","Proporção de utentes com diabetes, com o último registo de HbA1c igual ou inferior a 8,0%","Monitorizar o programa de diabetes. Parâmetro ""resultado da HbA1c"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,Desempenho,Gestão da Doença,Diabetes Mellitus,Resultado,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=039&CLUSTERS=S,"Proporção DM c/ última HbA1c <= 8,0%",55.0,70.0,100.0,100.0,[55; 100],[70; 100],"39 proporcao dm c/ ultima hba1c <= 8,0% proporcao de utentes com diabetes, com o ultimo registo de hba1c igual ou inferior a 8,0% desempenho gestao da doenca diabetes mellitus resultado diabetes mellitus",[39](https://sdm.min-saude.pt/BI.aspx?id=039&CLUSTERS=S)
40,5.09,2013.040.01,Proporção DM c/ exame oftalmológico último ano,"Proporção de utentes com diabetes, com pelo menos uma referenciação ou pelo menos um registo de realização de exame à retina, no último ano","Monitorizar o programa de diabetes. Parâmetro ""referenciação para oftalmologia"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=040&CLUSTERS=S,Proporção DM c/ exame oftalmológico último ano,50.0,60.0,100.0,100.0,[50; 100],[60; 100],"40 proporcao dm c/ exame oftalmologico ultimo ano proporcao de utentes com diabetes, com pelo menos uma referenciacao ou pelo menos um registo de realizacao de exame a retina, no ultimo ano desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[40](https://sdm.min-saude.pt/BI.aspx?id=040&CLUSTERS=S)
41,5.18.01,2013.041.01,Proporção DM2 em terapêut. c/ insulina,"Proporção de utentes com diabetes tipo 2, em terapêutica com insulina","Monitorizar o programa de diabetes. Parâmetro ""terapêutica com insulina"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,,,,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=041&CLUSTERS=S,,,,,,,,"41 proporcao dm2 em terapeut. c/ insulina proporcao de utentes com diabetes tipo 2, em terapeutica com insulina nan nan nan processo diabetes mellitus",[41](https://sdm.min-saude.pt/BI.aspx?id=041&CLUSTERS=S)
42,5.19.01,2013.042.01,Proporção DM2 em terapêut. c/ metformina,Proporção de utentes com diabetes tipo 2 com terapêutica com metformina,"Monitorizar o programa de diabetes. Parâmetro ""terapêutica com metformina"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Dezembro de 2012,,,,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=042&CLUSTERS=S,,,,,,,,42 proporcao dm2 em terapeut. c/ metformina proporcao de utentes com diabetes tipo 2 com terapeutica com metformina nan nan nan processo diabetes mellitus,[42](https://sdm.min-saude.pt/BI.aspx?id=042&CLUSTERS=S)
43,6.34.01,2013.043.01,Proporção DM c/ acompanham. adequado,"Proporção de utentes com diabetes, com acompanhamento adequado",Monitorizar o programa de diabetes.,AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Março de 2013,,,,Processo,Diabetes Mellitus,Utentes inscritos durante um mínimo de N meses do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=043&CLUSTERS=S,,,,,,,,"43 proporcao dm c/ acompanham. adequado proporcao de utentes com diabetes, com acompanhamento adequado nan nan nan processo diabetes mellitus",[43](https://sdm.min-saude.pt/BI.aspx?id=043&CLUSTERS=S)
44,5.01.01,2013.044.01,"Proporção mulheres [50; 70[ A, c/ mamogr. (2 anos)","Proporção de mulheres entre [50; 70[ anos, com mamografia registada nos últimos dois anos","Monitorizar o programa de rastreio oncológico - parâmetro ""rastreio e deteção precoce do cancro da mama""..",AA / BB x 100,%,Proporção de mulheres,Com dados desde Dezembro de 2012,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Rastreio Oncológico,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=044&CLUSTERS=S,"Proporção mulheres [50; 70[ A, c/ mamogr. (2 anos)",50.0,57.0,80.0,85.0,[50; 85],[57; 80],"44 proporcao mulheres [50; 70[ a, c/ mamogr. (2 anos) proporcao de mulheres entre [50; 70[ anos, com mamografia registada nos ultimos dois anos desempenho gestao da saude saude do adulto processo rastreio oncologico",[44](https://sdm.min-saude.pt/BI.aspx?id=044&CLUSTERS=S)
45,5.02.01,2013.045.01,Prop. mulheres 25-60 anos c/ rastr. c. colo út.,"Proporção de mulheres entre 25-60 anos, com rastreio do cancro do colo do útero efetuado","Monitorizar o programa de rastreio oncológico - parâmetro ""rastreio e deteção precoce do cancro do colo do útero"".",AA / BB x 100,%,Proporção de mulheres,Com dados desde Dezembro de 2012,Desempenho,Gestão da Saúde,Saúde da Mulher,Processo,Rastreio Oncológico,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=045&CLUSTERS=S,"Prop. mulheres [25;60[A, c/ rastr. C. Colo út.",41.0,60.0,100.0,100.0,[41; 100],[60; 100],"45 prop. mulheres 25-60 anos c/ rastr. c. colo ut. proporcao de mulheres entre 25-60 anos, com rastreio do cancro do colo do utero efetuado desempenho gestao da saude saude da mulher processo rastreio oncologico",[45](https://sdm.min-saude.pt/BI.aspx?id=045&CLUSTERS=S)
46,5.03.01,2013.046.01,"Proporção utentes [50; 75[A, c/ rastreio cancro CR","Proporção de utentes com idade entre [50; 75[ anos, com rastreio de cancro do colon e reto efetuado","Monitorizar o programa de rastreio oncológico. Parâmetro ""rastreio e deteção precoce do cancro do colon e reto""..",AA / BB x 100,%,Proporção de utentes,Com dados desde Dezembro de 2012,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Rastreio Oncológico,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=046&CLUSTERS=S,"Proporção utentes [50; 75[A, c/ rastreio cancro CR",45.0,67.0,100.0,100.0,[45; 100],[67; 100],"46 proporcao utentes [50; 75[a, c/ rastreio cancro cr proporcao de utentes com idade entre [50; 75[ anos, com rastreio de cancro do colon e reto efetuado desempenho gestao da saude saude do adulto processo rastreio oncologico",[46](https://sdm.min-saude.pt/BI.aspx?id=046&CLUSTERS=S)
47,5.25.01,2013.047.01,"Proporção utentes >= 14 A, c/ reg. hábit. tabágic.","Proporção de utentes com idade igual ou superior a 14 anos, com quantificação dos hábitos tabágicos nos últimos 3 anos","Monitorizar o programa de saúde juvenil e de adultos. Parâmetro ""registo de hábitos tabágicos"".",AA / BB x 100,%,Proporção de utentes,Com dados desde Dezembro de 2012,Desempenho,Gestão da Saúde,Saúde do Adulto,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=047&CLUSTERS=S,"Proporção utentes >= 14 A, c/ reg. hábit. tabágic.",60.0,66.0,100.0,100.0,[60; 100],[66; 100],"47 proporcao utentes >= 14 a, c/ reg. habit. tabagic. proporcao de utentes com idade igual ou superior a 14 anos, com quantificacao dos habitos tabagicos nos ultimos 3 anos desempenho gestao da saude saude do adulto processo transversal",[47](https://sdm.min-saude.pt/BI.aspx?id=047&CLUSTERS=S)
48,6.28.01,2013.048.01,"Proporção fumadores, c/ consulta relac. tabaco 1A","Proporção de utentes com idade igual ou superior a 14 anos e registos de hábitos tabágicos, a quem foi realizada consulta relacionada com tabagismo, no último ano","Monitorizar o programa de saúde juvenil e de adultos. Parâmetro ""consulta relacionada com tabagismo"".",AA / BB x 100,%,Proporção de utentes,Descontinuado em Dezembro de 2014,,,,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=048&CLUSTERS=S,,,,,,,,"48 proporcao fumadores, c/ consulta relac. tabaco 1a proporcao de utentes com idade igual ou superior a 14 anos e registos de habitos tabagicos, a quem foi realizada consulta relacionada com tabagismo, no ultimo ano nan nan nan processo transversal",[48](https://sdm.min-saude.pt/BI.aspx?id=048&CLUSTERS=S)
49,5.26,2013.049.01,"Proporção utentes c/ DPOC, c/ FeV1 em 3 anos","Proporção de utentes com DPOC, com pelo menos um registo de avaliação de FeV1 nos últimos 3 anos","Monitorizar o programa de acompanhamento de doenças respiratórias. Parâmetro ""FeV1 nos doentes cm DPOC"".",AA / BB x 100,%,Proporção de utentes com FeV1,Com dados desde Junho de 2014,Desempenho,Gestão da Doença,Doenças Aparelho Respiratório,Processo,Respiratório,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=049&CLUSTERS=S,"Proporção utentes c/ DPOC, c/ FeV1 em 3 anos",30.0,60.0,100.0,100.0,[30; 100],[60; 100],"49 proporcao utentes c/ dpoc, c/ fev1 em 3 anos proporcao de utentes com dpoc, com pelo menos um registo de avaliacao de fev1 nos ultimos 3 anos desempenho gestao da doenca doencas aparelho respiratorio processo respiratorio",[49](https://sdm.min-saude.pt/BI.aspx?id=049&CLUSTERS=S)
50,6.04.01,2013.050.01,Proporção grávidas c/ consulta RP efetuada,Proporção de grávidas com consulta de revisão de puerpério efetuada,"Monitorização do programa de vigilância em saúde materna. Parâmetro ""consulta médica de revisão do puerpério"".",AA / BB x 100,%,Proporção de grávidas,Com dados desde Dezembro de 2012,,,,Processo,Saúde Materna,Utentes inscritos durante pelo menos um dia do acontecimento monitorizado,5 dias,https://sdm.min-saude.pt/BI.aspx?id=050&CLUSTERS=S,,,,,,,,50 proporcao gravidas c/ consulta rp efetuada proporcao de gravidas com consulta de revisao de puerperio efetuada nan nan nan processo saude materna,[50](https://sdm.min-saude.pt/BI.aspx?id=050&CLUSTERS=S)
51,6.33.01,2013.051.01,"Proporção de grávidas, com acompanhamento adequado","Proporção de grávidas, com acompanhamento adequado",Monitorizar o programa de saúde materna.,AA / BB x 100,%,Proporção de grávidas,Com dados desde Março de 2013,,,,Processo,Saúde Materna,Utentes inscritos durante um mínimo de N meses do acontecimento monitorizado,30 dias,https://sdm.min-saude.pt/BI.aspx?id=051&CLUSTERS=S,,,,,,,,"51 proporcao de gravidas, com acompanhamento adequado proporcao de gravidas, com acompanhamento adequado nan nan nan processo saude materna",[51](https://sdm.min-saude.pt/BI.aspx?id=051&CLUSTERS=S)
52,6.30.01,2013.052.01,"Proporção MIF, com acompanhamento adequado em PF","Proporção de mulheres em idade fértil, com acompanhamento adequado na área do planeamento familiar",Monitorizar o programa de planeamento familiar.,AA / BB x 100,%,Proporção de MIFs,Com dados desde Março de 2013,,,,Processo,Planeamento Familiar,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=052&CLUSTERS=S,,,,,,,,"52 proporcao mif, com acompanhamento adequado em pf proporcao de mulheres em idade fertil, com acompanhamento adequado na area do planeamento familiar nan nan nan processo planeamento familiar",[52](https://sdm.min-saude.pt/BI.aspx?id=052&CLUSTERS=S)
